episode,total_reward,mean_reward,std_reward,min_reward,max_reward
1,-13.83,-0.2766,1.1721365620097344,-2.994,1.406
2,-19.489000000000004,-0.38978000000000007,1.3387360201324234,-3.081,1.293
3,-18.418,-0.36835999999999997,1.3119811852309469,-3.176,1.379
4,-5.181000000000001,-0.10362000000000002,1.2699638560211073,-2.774,1.387
5,-2.9029999999999996,-0.05806000000000001,1.323424563924971,-2.533,1.378
6,-11.588000000000001,-0.23176000000000002,1.1814289578303048,-2.701,1.373
7,-15.385000000000012,-0.3077,1.2737761538041132,-2.62,1.353
8,-20.127000000000002,-0.40254000000000006,1.224178699536959,-2.919,1.384
9,-16.999000000000006,-0.33998000000000006,1.2530526324141376,-2.757,1.361
10,-16.994,-0.33988,1.320620333631131,-2.415,1.405
11,-9.064,-0.18127999999999997,1.1738071909815513,-2.437,1.389
12,-9.424,-0.18847999999999998,1.3241920893888468,-2.841,1.395
13,-14.780999999999997,-0.29562,1.2978060855150897,-2.947,1.381
14,-17.559999999999995,-0.35119999999999996,1.229236950306978,-2.915,1.398
15,-15.769999999999998,-0.3154,1.3381644443042118,-3.191,1.391
16,-13.465000000000002,-0.2693,1.284557826646975,-2.926,1.392
17,-18.078,-0.36156000000000005,1.3216922812818421,-2.772,1.389
18,-5.763,-0.11526,1.2725206451763367,-3.045,1.364
19,-7.225999999999998,-0.14452,1.2530957543619723,-2.731,1.357
20,-3.893999999999999,-0.07788,1.2761800286793397,-2.829,1.321
21,-5.816999999999998,-0.11634,1.166363521548921,-2.762,1.292
22,-23.267000000000003,-0.4653400000000001,1.1891071038388425,-2.717,1.266
23,-9.254999999999997,-0.18510000000000001,1.207706094213323,-2.863,1.246
24,-7.5200000000000005,-0.1504,1.241421105024399,-2.826,1.209
25,-10.834999999999999,-0.2167,1.1780702398414111,-2.719,1.261
26,-5.915999999999998,-0.11832,1.1613208073568646,-2.566,1.258
27,-9.296999999999999,-0.18594000000000002,1.1997110720502668,-2.791,1.275
28,-3.3319999999999985,-0.06663999999999995,1.2722259824417987,-3.025,1.297
29,-7.5569999999999995,-0.15114000000000002,1.207991274968491,-2.578,1.267
30,-1.8569999999999998,-0.03713999999999999,1.2056884673911417,-2.722,1.3
31,-5.058999999999999,-0.10118,1.275719368670085,-2.793,1.271
32,-7.694000000000003,-0.15388,1.1608582969510104,-2.181,1.276
33,-15.051,-0.30102,1.1453654349595155,-2.611,1.271
34,-4.1,-0.08200000000000002,1.1984188583295907,-2.798,1.278
35,-12.833000000000002,-0.25665999999999994,1.2409358824693562,-2.923,1.286
36,-3.0220000000000007,-0.060440000000000015,1.149061080360831,-2.664,1.287
37,-0.22300000000000053,-0.004459999999999993,1.1946262714338742,-2.459,1.305
38,-2.4369999999999994,-0.04873999999999998,1.298749842117411,-3.024,1.304
39,5.846999999999999,0.11694,1.139068802311783,-2.26,1.29
40,-3.7290000000000028,-0.07458000000000001,1.067313976110123,-2.093,1.3
41,-10.632,-0.21264,1.2071337417204442,-2.644,1.287
42,-7.837999999999998,-0.15675999999999998,1.2535724240744928,-2.698,1.288
43,4.316999999999998,0.08634,1.1164598803360557,-2.135,1.309
44,5.024000000000002,0.10048,1.1610405202231315,-2.959,1.313
45,-4.553999999999999,-0.09108,1.1566257621201423,-2.897,1.298
46,-7.714999999999999,-0.1543,1.1728339567048696,-2.686,1.289
47,-4.842,-0.09684000000000001,1.1544053596549178,-2.183,1.279
48,8.195000000000002,0.16390000000000002,0.9728122583520419,-2.396,1.28
49,-9.261999999999995,-0.18523999999999996,1.1209486082778282,-2.288,1.293
50,-10.479999999999997,-0.2096,1.1990040033294302,-2.64,1.235
51,-12.517999999999999,-0.25036,1.1526686038927234,-2.696,1.162
52,-14.168000000000001,-0.28336,1.085423636374296,-2.772,1.153
53,-18.44,-0.3688,1.1026541796955198,-2.58,1.115
54,-16.567999999999998,-0.33136000000000004,1.0751138313685673,-2.62,1.076
55,-9.465000000000002,-0.1893,1.155522102774326,-2.535,1.126
56,-13.648,-0.27296000000000004,1.1569989102847074,-2.99,1.151
57,-9.931999999999999,-0.19864,1.0281578042304595,-2.595,1.142
58,-9.358999999999998,-0.18718000000000004,1.0471627703466162,-2.437,1.163
59,-17.804999999999993,-0.35609999999999997,1.0374356895730934,-2.373,1.133
60,-9.637,-0.19274000000000005,1.082334307134353,-2.545,1.138
61,-11.917,-0.23834,1.0324558413801532,-2.274,1.118
62,-18.560000000000002,-0.3711999999999999,1.0139378284687872,-2.277,1.099
63,-18.342999999999996,-0.3668599999999999,1.1162947999520556,-2.465,1.242
64,-29.25599999999999,-0.58512,0.30742216185564764,-1.554,0.722
65,-21.835999999999995,-0.43672,0.42196113754704945,-1.494,0.871
66,-12.478999999999996,-0.24958,0.29237202944194235,-0.997,0.739
67,-15.059000000000003,-0.30118,0.4545001073707244,-1.19,0.978
68,-14.878999999999996,-0.29758,0.9245507901678524,-2.237,1.175
69,-20.049,-0.40098,1.0675024775615276,-2.343,1.204
70,-23.358000000000008,-0.46716,1.0783936453818708,-2.553,1.129
71,-16.43599999999999,-0.3287199999999999,1.0496859347442928,-2.851,1.092
72,-27.767,-0.55534,1.0120005654148618,-2.812,0.863
73,-30.178,-0.60356,0.8941008256343352,-2.377,0.887
74,-24.203,-0.48405999999999993,0.9632647696246344,-2.531,1.069
75,-31.076999999999998,-0.62154,0.9803305199778288,-2.7,0.922
76,-22.538000000000004,-0.45076,0.9113488148892278,-3.194,1.093
77,-27.698000000000008,-0.55396,1.0567117858716255,-2.73,1.206
78,-28.149000000000004,-0.56298,0.9150481624482943,-2.875,1.178
79,-17.904,-0.35808,0.9960232696076934,-2.719,1.037
80,-22.575,-0.4515,1.066609098967377,-2.581,1.153
81,-28.452,-0.56904,0.9046755873792549,-2.569,0.992
82,-15.981999999999998,-0.3196399999999999,0.9533630947335858,-2.445,1.142
83,-17.086999999999996,-0.34174,0.6047764482848187,-2.019,1.201
84,-16.878,-0.33756,0.37013944183239916,-1.236,0.765
85,-16.761000000000003,-0.33521999999999996,0.3026852021490314,-1.138,0.574
86,-24.244,-0.48488,0.5503750226890752,-1.968,0.724
87,-37.222000000000016,-0.74444,0.9453876275898685,-3.535,0.918
88,-25.913000000000007,-0.51826,0.5991562337153808,-3.02,0.569
89,-24.93,-0.49860000000000004,0.6212758807486413,-2.126,0.767
90,-26.596999999999998,-0.5319400000000001,0.8416564242017046,-3.014,0.88
91,-19.214,-0.38428000000000007,0.7092718531000648,-2.302,1.053
92,-17.535,-0.3507,0.514273672279653,-2.004,0.696
93,-24.88999999999999,-0.4978,0.6489197793256113,-1.865,0.929
94,-21.737,-0.43473999999999996,0.8621902298217025,-2.659,1.297
95,-18.088999999999995,-0.36178000000000005,1.1977291394969065,-3.021,1.429
96,-10.122999999999996,-0.20246000000000003,1.1297828501088163,-2.22,1.417
97,-11.478999999999996,-0.22957999999999998,1.1841539273253285,-3.042,1.386
98,-5.927000000000003,-0.11854000000000003,1.1037157099543342,-2.902,1.4
99,-4.0760000000000005,-0.08152000000000001,0.8518690331265716,-2.065,1.381
100,-7.475,-0.14950000000000002,0.8080923276457956,-1.628,1.34
101,-6.220999999999999,-0.12441999999999996,0.8482996897323491,-2.514,1.394
102,4.925999999999999,0.09851999999999998,0.6586972670354722,-1.512,1.408
103,-0.8059999999999985,-0.01611999999999998,0.7213171186101158,-2.143,1.118
104,-1.6730000000000012,-0.03345999999999999,0.699160502602943,-2.04,1.267
105,-8.658999999999999,-0.17317999999999997,0.9749783318617907,-2.121,1.236
106,-0.8029999999999986,-0.016060000000000015,0.9099604696908543,-2.412,1.288
107,-9.886000000000001,-0.19771999999999995,1.0323340358624238,-2.919,1.216
108,0.09000000000000252,0.001800000000000015,0.9905177434049327,-2.185,1.357
109,-9.826000000000002,-0.19652,1.1466804827849824,-2.769,1.389
110,-11.959999999999994,-0.23919999999999997,1.0808263690343607,-2.322,1.226
111,-18.092,-0.36184000000000005,1.1189687816914284,-3.115,1.214
112,-15.640000000000002,-0.3128,1.1470413941963906,-2.705,1.203
113,-16.180000000000003,-0.32359999999999994,1.0558687986677133,-3.011,1.409
114,-14.607000000000001,-0.29213999999999996,0.9855140386620579,-2.514,1.205
115,-4.804000000000002,-0.09608000000000004,0.8580268723064565,-2.18,1.321
116,-7.618,-0.15236,0.6315528722126121,-2.256,1.151
117,-8.985999999999997,-0.17972000000000002,0.4852156238209977,-1.887,1.23
118,-16.146000000000004,-0.32292000000000004,0.6885993563749534,-2.479,1.19
119,-0.10599999999999982,-0.0021199999999999943,0.5810852137165425,-1.444,1.371
120,-6.331999999999998,-0.12664,0.6570544501028815,-1.588,1.285
121,-12.394,-0.24788000000000004,0.7684605036044468,-1.791,1.312
122,-10.934999999999997,-0.2187,0.7844633898404691,-2.024,1.345
123,0.7259999999999998,0.014519999999999983,0.8058596959769114,-2.532,1.39
124,-1.5100000000000022,-0.030200000000000022,0.9360694418684973,-2.289,1.372
125,-13.91,-0.2782,1.0903324263728014,-2.804,1.264
126,-1.1620000000000008,-0.023239999999999997,0.9777486703647313,-2.592,1.236
127,-26.746000000000006,-0.53492,1.1238074717672952,-3.004,1.283
128,-15.835999999999999,-0.31672000000000006,0.9998164839609317,-2.455,1.287
129,-16.969000000000005,-0.33938,1.1634988936823276,-2.733,1.302
130,-10.437,-0.20873999999999995,1.1008438546860313,-2.467,1.221
131,-10.661,-0.21322000000000002,1.1802397263268172,-2.716,1.293
132,-11.505000000000004,-0.23010000000000003,1.130697948171836,-2.649,1.289
133,-15.345999999999998,-0.30692,1.14318474167564,-2.799,1.275
134,-15.332000000000003,-0.30663999999999997,1.0712193007969937,-2.566,1.337
135,-18.164,-0.36328000000000005,1.089201892029205,-2.403,1.218
136,-23.145999999999997,-0.46292,1.0792405818908035,-2.31,1.292
137,-4.752000000000001,-0.09504000000000005,1.061080015078976,-2.531,1.241
138,-15.141,-0.30282,1.0040076631181656,-2.89,1.202
139,-5.6309999999999985,-0.11262,0.9923449579657267,-2.754,1.199
140,-12.078999999999995,-0.24158,0.752970865040607,-2.522,1.153
141,-9.437000000000003,-0.18874000000000002,0.38373870328649423,-0.562,0.972
142,-11.680000000000001,-0.23360000000000003,0.3718675032857805,-1.441,0.908
143,-9.973999999999997,-0.19948,0.8945938349888177,-2.168,1.271
144,-1.8380000000000019,-0.03675999999999999,1.0565349508653274,-3.174,1.218
145,-6.222000000000001,-0.12443999999999995,1.01392775206126,-2.844,1.231
146,-15.258999999999997,-0.30518,1.0432563383943565,-2.608,1.17
147,-14.588,-0.29175999999999996,1.0532714476335148,-2.448,1.309
148,-2.5920000000000014,-0.051840000000000004,1.092265908284242,-2.596,1.298
149,-7.987000000000001,-0.15974000000000002,1.0406830604944044,-2.095,1.302
150,-2.5810000000000013,-0.05161999999999999,1.0635038672238102,-2.682,1.285
151,-12.134999999999996,-0.24270000000000003,1.0073761611235397,-1.952,1.256
152,-0.2150000000000023,-0.004300000000000015,0.996237185613948,-2.252,1.238
153,2.7790000000000017,0.055579999999999984,0.9608124913842451,-2.645,1.252
154,-11.011999999999999,-0.22024000000000002,1.1214970452034192,-2.434,1.21
155,2.2409999999999997,0.04481999999999999,0.9034201833034283,-2.14,1.303
156,-6.611,-0.13222,0.987879856865196,-2.244,1.303
157,-2.409999999999999,-0.04819999999999998,0.9756401180763326,-2.4,1.157
158,6.598999999999998,0.13198,0.7483310361063478,-1.774,1.248
159,0.7960000000000006,0.015919999999999993,1.033652627143181,-2.397,1.189
160,-1.3310000000000004,-0.026620000000000022,0.8979594843866845,-2.749,1.334
161,6.497000000000001,0.12994,0.704521040423918,-1.711,1.204
162,-8.111000000000004,-0.16221999999999998,0.5585894839683253,-2.293,1.308
163,-8.530000000000001,-0.17059999999999997,0.46555253194457014,-1.835,1.23
164,-15.800000000000002,-0.31600000000000006,0.6650005413531631,-1.743,1.156
165,-12.597999999999999,-0.25196,0.36489960043825753,-0.786,1.057
166,-7.379999999999999,-0.1476,0.38518115218686383,-0.776,0.855
167,-10.032999999999998,-0.20066000000000003,0.38202453376713913,-0.601,1.191
168,-14.967999999999998,-0.29935999999999996,0.31770928598327125,-1.129,0.455
169,-4.5520000000000005,-0.09103999999999997,0.3938168081735466,-0.522,1.352
170,-4.175,-0.08349999999999999,0.44953786269901674,-0.594,1.385
171,-2.024,-0.04048,0.7393641928035195,-2.52,1.395
172,-6.948,-0.13895999999999997,0.8058801141609092,-1.89,1.403
173,-3.7089999999999996,-0.07418,0.6858148056144604,-1.763,1.289
174,-13.364000000000003,-0.26728,0.7404885425177083,-2.12,1.329
175,0.019999999999999185,0.0004000000000000015,0.6635977094595792,-1.44,1.379
176,-0.04599999999999932,-0.0009199999999999953,0.5521594277018187,-1.764,1.236
177,-3.3420000000000005,-0.06684,0.7553925962041195,-2.144,1.362
178,-6.602999999999998,-0.13205999999999996,0.8554862806614726,-2.613,1.377
179,-3.839999999999999,-0.07680000000000003,0.8277402732741714,-1.832,1.358
180,-20.250999999999994,-0.40501999999999994,0.8092828304122114,-2.083,1.152
181,-13.528000000000002,-0.27056,0.8216750004715977,-1.929,1.248
182,-21.389000000000003,-0.42778,1.1414913629108192,-3.322,1.378
183,-8.215000000000007,-0.1643,1.0419605798685476,-2.67,1.343
184,-14.184,-0.28368000000000004,0.9856215387256915,-2.314,1.313
185,-17.073,-0.34146,1.1279671663661137,-2.843,1.383
186,-12.906,-0.25811999999999996,1.0337331500924212,-2.449,1.285
187,-5.715000000000002,-0.1143,1.0709351661048394,-2.604,1.325
188,-10.782999999999996,-0.21566,1.1172785616845962,-2.876,1.324
189,1.0950000000000006,0.021899999999999996,0.9713002059095839,-2.154,1.306
190,-9.527,-0.19054000000000001,1.1883310853461673,-2.608,1.296
191,-18.767,-0.37534000000000006,1.0298133153149653,-2.515,1.122
192,-8.340000000000002,-0.1668,1.0604740826630323,-2.482,1.395
193,-9.681,-0.19362,1.1284490753241814,-2.652,1.391
194,-10.570999999999998,-0.21141999999999997,1.126040462683291,-2.821,1.237
195,-2.4670000000000014,-0.04934000000000001,1.1294312659033308,-3.098,1.349
196,-9.262999999999996,-0.18526,1.009971679008872,-2.543,1.165
197,-2.6149999999999998,-0.05229999999999999,1.024834528106855,-2.5,1.338
198,-7.442,-0.14883999999999997,1.1356632486789382,-3.015,1.358
199,-20.44599999999999,-0.40892,1.1260149171303193,-3.275,1.189
200,-8.975000000000001,-0.17950000000000002,1.048890103871707,-3.125,1.327
201,-9.440999999999994,-0.18882,1.103623426536425,-2.493,1.267
202,-2.2270000000000008,-0.04454,1.0891749943879543,-2.735,1.4
203,-3.9750000000000023,-0.07949999999999997,1.1654702784713131,-2.877,1.367
204,0.8480000000000001,0.01695999999999999,0.9737053550227605,-2.385,1.291
205,-2.2779999999999987,-0.04556000000000001,1.1662850279412833,-3.151,1.401
206,-6.6129999999999995,-0.13226000000000002,1.0978705900059442,-2.677,1.27
207,-22.020000000000007,-0.4404,1.1143236693169538,-3.365,1.211
208,-0.04700000000000126,-0.0009400000000000119,1.103526500089599,-2.145,1.389
209,-11.774,-0.23548,1.2278571780137948,-3.271,1.307
210,-0.9720000000000004,-0.019440000000000016,0.989417832060854,-2.433,1.39
211,-9.942999999999996,-0.19885999999999998,1.1472427992365,-2.917,1.305
212,-10.151999999999997,-0.20303999999999994,0.9143114777798647,-2.616,1.314
213,-15.329999999999997,-0.3066,0.9157803011639856,-2.637,1.298
214,-24.742,-0.49484,1.0361499767890747,-2.756,1.295
215,-16.346000000000004,-0.3269200000000001,0.9185097242816759,-2.546,1.41
216,-10.544,-0.21088,1.037828206207559,-3.045,1.344
217,-15.818999999999997,-0.31638,1.1428070334050275,-2.765,1.386
218,-7.353999999999999,-0.14708000000000002,1.2011697438746949,-3.109,1.39
219,-15.363999999999999,-0.30728,1.1957858845127751,-3.057,1.401
220,-4.214000000000001,-0.08428000000000001,0.96113449714387,-2.389,1.257
221,0.16499999999999926,0.0032999999999999896,0.9757695270913106,-2.48,1.291
222,0.45500000000000074,0.00909999999999998,1.1501977960333607,-2.646,1.38
223,-13.942,-0.27884,1.2314811628279176,-2.908,1.381
224,-5.88,-0.11760000000000001,1.1566393214827169,-2.674,1.415
225,-3.6950000000000007,-0.07390000000000002,1.0403217435005383,-2.289,1.368
226,-6.888000000000001,-0.13776,1.1794899840185165,-2.369,1.316
227,2.906999999999997,0.05814000000000001,1.1352916983753558,-2.656,1.32
228,-9.631999999999998,-0.19264000000000003,1.1614347637297584,-2.907,1.28
229,-4.531000000000001,-0.09061999999999999,1.1252424963535637,-2.964,1.298
230,-15.464999999999996,-0.3093,1.1735393857898422,-2.751,1.399
231,-8.611999999999993,-0.17224,1.2188894709529654,-2.962,1.395
232,-2.912999999999999,-0.05826000000000001,1.1292059123118334,-2.838,1.38
233,-10.767000000000003,-0.21533999999999998,1.1401901001148886,-3.313,1.396
234,-13.186999999999998,-0.26374000000000003,1.0964654086654992,-2.546,1.389
235,-13.462000000000002,-0.26924,1.0319047351378905,-2.6,1.255
236,-6.6960000000000015,-0.13391999999999996,1.1937879349365197,-2.714,1.397
237,-10.781999999999998,-0.21563999999999997,1.1376008572429963,-2.558,1.401
238,-9.861000000000004,-0.19722,1.1442495058334088,-2.72,1.283
239,-14.359000000000002,-0.28718,1.1529096007927073,-3.181,1.335
240,-9.876000000000001,-0.19752000000000003,1.0991434526939603,-2.418,1.329
241,-6.808000000000001,-0.13615999999999998,1.0662343337184375,-2.487,1.321
242,-10.344000000000001,-0.20688000000000004,1.172974571591388,-2.527,1.314
243,-14.320999999999998,-0.28642,1.1719652911242722,-2.786,1.338
244,-10.024999999999997,-0.20049999999999998,1.1657485191927115,-2.896,1.372
245,-7.816000000000002,-0.15632000000000004,1.075338131752055,-2.715,1.378
246,-0.889,-0.017780000000000018,1.1110424706553752,-2.712,1.355
247,-3.973,-0.07946000000000003,1.1443720061238827,-2.325,1.311
248,-7.776,-0.15552000000000002,1.27218590213852,-3.116,1.383
249,3.3030000000000017,0.06606,1.0908491813261814,-2.515,1.36
250,-11.728,-0.23456,1.0867810848556392,-2.676,1.256
251,-2.2740000000000005,-0.04547999999999999,1.1508283666993961,-2.484,1.346
252,-9.320000000000002,-0.1864,1.1137996588255896,-3.098,1.325
253,-5.5109999999999975,-0.11021999999999998,1.1424666697982921,-2.396,1.405
254,-4.167999999999999,-0.08335999999999999,0.8922483456975416,-2.466,1.229
255,-9.956999999999997,-0.19913999999999996,1.2094314037596343,-2.825,1.391
256,-12.965,-0.25930000000000003,1.0593860533346662,-2.392,1.353
257,-5.297999999999999,-0.10596,1.0486439998397932,-2.487,1.347
258,-10.137000000000002,-0.20274000000000003,1.221252992790601,-2.613,1.371
259,-9.759,-0.19518000000000002,1.0762747361152727,-2.449,1.289
260,-11.732000000000001,-0.23464,1.152646134075849,-2.713,1.309
261,-19.86,-0.3972,1.1385662914384918,-2.594,1.343
262,-6.521000000000001,-0.13042000000000006,1.0882535566677465,-2.596,1.285
263,-15.290000000000003,-0.30579999999999996,1.1320046643013446,-2.469,1.193
264,-11.636,-0.23272,1.1818624122967951,-2.891,1.373
265,-1.4769999999999999,-0.029539999999999997,1.0642380036439216,-2.674,1.384
266,-11.729,-0.23458000000000007,1.0541154602793756,-2.036,1.303
267,-14.517999999999997,-0.29036,1.0630989936972002,-2.888,1.346
268,1.7620000000000005,0.035240000000000014,0.9434946859415796,-2.771,1.349
269,-0.3190000000000004,-0.006380000000000017,0.9694661807407208,-2.288,1.315
270,-5.687,-0.11374,0.9442744899657091,-2.432,1.188
271,-9.761,-0.19521999999999998,1.0229748636208027,-2.997,1.386
272,4.582999999999999,0.09166,0.6322539239894048,-0.513,1.41
273,0.8819999999999991,0.017640000000000017,0.568775131664527,-0.538,1.331
274,4.7490000000000006,0.09498000000000001,0.6745842123856739,-1.412,1.255
275,-7.659000000000008,-0.15317999999999998,0.8618662701370787,-2.165,1.272
276,3.817000000000001,0.07634000000000002,0.9063455766979833,-2.191,1.379
277,-8.571999999999997,-0.17143999999999998,1.1070049893293163,-3.006,1.303
278,-10.135,-0.2027,1.0778100435605524,-2.631,1.224
279,-12.805,-0.2561,1.091737885208716,-3.135,1.264
280,-8.304,-0.16608,1.084375965060089,-2.69,1.367
281,-6.4659999999999975,-0.12932,1.0931360837516984,-2.84,1.298
282,-8.335999999999999,-0.16672,0.9790415525400339,-2.18,1.268
283,-4.8519999999999985,-0.09703999999999997,1.1503818489527728,-3.346,1.348
284,-15.032000000000002,-0.30063999999999996,1.0562169807383328,-2.726,1.215
285,-7.031999999999997,-0.14063999999999996,0.9741289803716959,-2.64,1.251
286,-3.835000000000002,-0.07669999999999998,0.9855198070054199,-2.147,1.413
287,-5.785,-0.1157,1.1181323222230901,-2.812,1.346
288,-15.499000000000002,-0.30998,1.0717694992861104,-2.778,1.212
289,-8.024,-0.16048,1.005375377458589,-2.402,1.287
290,-9.494,-0.18988,1.0415492814072698,-2.547,1.329
291,-2.604000000000001,-0.05207999999999997,0.9600697024695654,-2.727,1.355
