episode,total_reward,mean_reward,std_reward,min_reward,max_reward
292,-2.3800000000000012,-0.04760000000000002,0.9965951836126843,-2.333,1.214
293,-10.286999999999999,-0.20574,0.9147467367528566,-1.945,1.286
294,-18.843999999999998,-0.37688000000000005,1.0492456078535664,-2.63,1.28
295,-6.903000000000001,-0.13806,0.9637113760872599,-2.377,1.404
296,7.870000000000002,0.15740000000000004,0.8905238233758825,-2.493,1.406
297,-1.7619999999999991,-0.03523999999999998,0.9332492391639008,-2.343,1.227
298,-8.967000000000002,-0.17934,1.0264218549894581,-2.53,1.28
299,6.233999999999997,0.12467999999999999,0.9297170201733428,-2.505,1.412
300,-11.811,-0.23621999999999999,0.9718486155775496,-2.708,1.177
301,-0.6830000000000009,-0.01366,0.9729176863435056,-2.306,1.257
302,-4.177000000000001,-0.08354000000000003,0.9626428457117416,-2.805,1.266
303,-8.841,-0.17682000000000003,1.0268276133801624,-2.71,1.368
304,-5.906,-0.11811999999999999,0.8904302250036215,-2.249,1.237
305,4.9819999999999975,0.09963999999999999,0.8918452502536526,-2.552,1.355
306,-12.488999999999999,-0.24977999999999997,0.9619807334869032,-2.069,1.095
307,-3.147000000000001,-0.06294000000000002,1.0681195328239252,-2.994,1.317
308,-9.615,-0.1923,0.9394384120313584,-2.567,1.375
309,4.061,0.08121999999999999,0.9793518323871151,-2.509,1.329
310,9.133,0.18265999999999993,0.9436828410011491,-2.467,1.308
311,-4.886,-0.09772,1.0106303783282986,-2.757,1.224
312,0.2729999999999997,0.005460000000000012,1.0489461990016455,-2.496,1.375
313,-8.669000000000006,-0.17338000000000003,1.009857552132973,-2.309,1.332
314,4.783,0.09566000000000001,0.9045241535746847,-2.462,1.258
315,-4.977000000000001,-0.09954,1.0068584450656408,-2.18,1.249
316,-13.130999999999997,-0.26261999999999996,1.0902851349990974,-2.923,1.346
317,-11.911000000000001,-0.23822,1.0909190123927623,-2.302,1.288
318,-2.8199999999999994,-0.0564,1.0887205518405538,-2.386,1.341
319,-15.510999999999997,-0.31022,1.0337778927796821,-2.945,1.355
320,-3.9239999999999995,-0.07848000000000001,1.059301812327346,-2.439,1.335
321,1.419,0.028379999999999992,0.924332881379863,-2.508,1.394
322,-10.914000000000001,-0.21828000000000003,1.1057253554115507,-3.093,1.425
323,-6.119999999999999,-0.12239999999999998,1.0770289504001274,-2.334,1.247
324,-3.8589999999999987,-0.07717999999999997,1.0815349405359034,-2.61,1.403
325,-5.701,-0.11402,0.9411134148443533,-2.36,1.369
326,5.353,0.10705999999999999,0.8475417726578437,-1.906,1.19
327,-6.063000000000002,-0.12125999999999999,1.0259127606185625,-2.594,1.423
328,-9.463999999999999,-0.18927999999999998,1.0599973215060496,-2.729,1.357
329,-3.438000000000001,-0.06876000000000002,1.057164103817378,-2.49,1.372
330,-9.161000000000001,-0.18322,1.0600205713098214,-2.157,1.304
331,4.112999999999997,0.08225999999999999,0.9319793948366025,-2.396,1.402
332,14.415999999999999,0.28832,0.79176954829041,-2.244,1.304
333,-12.218999999999998,-0.24437999999999996,1.1588606109450783,-2.43,1.407
334,-7.6469999999999985,-0.15294,1.0983523188849742,-2.657,1.314
335,10.782000000000004,0.21564000000000003,0.8852215487661832,-2.176,1.381
336,0.8049999999999982,0.01609999999999999,0.9631500038934745,-2.518,1.223
337,-10.465000000000003,-0.20929999999999999,1.0709596304249753,-2.263,1.336
338,-7.909000000000001,-0.15818000000000002,1.043243455574968,-2.099,1.316
339,6.395000000000001,0.12789999999999999,1.1345245744363583,-2.544,1.4
340,-11.475999999999999,-0.22951999999999997,1.0384932207771027,-2.428,1.244
341,-6.308999999999999,-0.12617999999999996,1.0112800539909803,-2.833,1.205
342,-3.579,-0.07157999999999999,1.054088555862362,-2.328,1.337
343,-0.8810000000000004,-0.017619999999999997,0.973886828948826,-2.321,1.357
344,-8.399,-0.16798000000000002,1.1479220790628604,-3.142,1.38
345,-2.4359999999999995,-0.04871999999999999,1.0537077591059107,-2.458,1.398
346,-9.970000000000002,-0.19939999999999997,0.9864785451290868,-2.318,1.159
347,-9.443000000000001,-0.18886000000000003,1.1870303114916652,-3.136,1.367
348,-6.5020000000000024,-0.13004000000000002,1.0464077209195275,-2.487,1.371
349,3.9589999999999987,0.07918000000000001,1.0191589609084541,-2.307,1.353
350,-11.209,-0.22418,1.124594570323012,-2.452,1.271
351,2.5073560668292716,0.05014712133658543,0.06440286784029078,-0.060374961773291214,0.23451343667110608
352,2.7190859557118268,0.054381719114236525,0.07193410542664762,-0.10735935053525555,0.23184658899094276
353,-0.9221559268529191,-0.01844311853705837,0.09883219002292996,-0.21854736842019645,0.15609750704519934
354,-0.46847098268979526,-0.009369419653795901,0.0660353378800783,-0.16966777365373845,0.14531552660835284
355,-9.38840027961691,-0.18776800559233817,0.05968993348540544,-0.3070451148239612,-0.013197142622157777
356,-6.823177766479274,-0.13646355532958546,0.09030083096440218,-0.33440021213507165,-0.00610545666010612
357,5.590495098130471,0.1118099019626094,0.06884373009790375,-0.03510056438622645,0.24403632200977599
358,-3.3784115309397103,-0.0675682306187942,0.07917348910241723,-0.23419313682528997,0.15463210929214044
359,2.896309795469274,0.05792619590938548,0.08003956766306343,-0.103273819942165,0.22936562825063853
360,-4.761884979502131,-0.09523769959004262,0.060836646467738315,-0.2302100122148771,0.036140137294535635
361,1.6546024487497002,0.03309204897499401,0.1119679858037531,-0.28314198342786595,0.21219647437528893
362,3.710662388249771,0.07421324776499544,0.07750834860300955,-0.14341370436764572,0.22182633636704815
363,-1.0157603569967826,-0.02031520713993564,0.24375661853749572,-0.5810264170636508,0.4543954861698545
364,1.2954500792731491,0.025909001585462978,0.09741171991233172,-0.28972226700035947,0.3149719329639351
365,1.989393008564209,0.03978786017128418,0.05749334687632132,-0.060527394743438795,0.15876687314674354
366,-1.1300887302142573,-0.022601774604285144,0.067084402217898,-0.1888510896526747,0.10405730533380769
367,-1.8006607733227422,-0.03601321546645485,0.09208048580252999,-0.25976530041083246,0.1944811109270263
368,5.768911094854879,0.1153782218970976,0.06896555001385792,-0.02141567752015032,0.24361486503597216
369,-0.9096153077064655,-0.018192306154129315,0.06922859993476695,-0.15346785836136712,0.19638678998461798
370,-3.4035262721414123,-0.06807052544282825,0.07794545549320184,-0.21825971566137978,0.08520472853375625
371,-2.4090451770772785,-0.04818090354154557,0.059072966982341685,-0.25314044199609304,0.05302185619574763
372,0.7119480993015559,0.014238961986031117,0.03467026958920294,-0.05390731862449076,0.09626573375969791
373,-3.1456039333052583,-0.06291207866610515,0.06509061675558976,-0.2011543999449737,0.05632393403995619
374,2.7703413139889257,0.055406826279778505,0.061226403670018366,-0.10854445285296284,0.17436987491425024
375,-1.4226211954229608,-0.02845242390845921,0.05505436097190049,-0.13964004408041417,0.09726715376441544
376,1.1896447305013216,0.023792894610026427,0.08364861457591394,-0.19271643632000338,0.18164325151455085
377,-4.0428983820789535,-0.08085796764157908,0.059149816031825654,-0.19745376156556743,0.0589220881475846
378,6.781564283612024,0.1356312856722405,0.074251684174472,-0.03556995929152248,0.2599995068086115
379,5.765013508803514,0.11530027017607025,0.062411097021444276,-0.038011544303149125,0.2198294170550851
380,-3.3650309705444235,-0.06730061941088848,0.08333627075180179,-0.20923381766004157,0.16087946427092392
381,-2.701399066798687,-0.05402798133597374,0.10555088484615936,-0.2914187257108999,0.18634565695216243
382,-0.533599517093017,-0.010671990341860343,0.057596230194248574,-0.19968615890212987,0.12113216216425131
383,-0.0222812405484194,-0.0004456248109683883,0.018985551876264415,-0.04567304834562363,0.05241171963595514
384,-8.683006872017966,-0.17366013744035932,0.09149847609129647,-0.3888992825952392,0.034450739438932544
385,-5.9044257544859935,-0.11808851508971985,0.057238504997242375,-0.22751618830693163,0.05158986111067929
386,2.8483118519389423,0.056966237038778844,0.06220900402485706,-0.08255685813107036,0.22094983238352872
387,-2.4388235508584164,-0.04877647101716833,0.04232344126095588,-0.13633396869780942,0.042508516499305676
388,-1.7543606046280213,-0.03508721209256042,0.13285063883992498,-0.3781558816286892,0.22597709507076288
389,-4.259097695002522,-0.08518195390005044,0.08731061461166849,-0.3119284853192603,0.09152651313631462
390,-3.646178050412391,-0.07292356100824782,0.0762457609921283,-0.26966679844327646,0.056048159857850284
391,5.816531783118934,0.1163306356623787,0.0861000472053399,-0.14457238190270705,0.3364216541226198
392,-6.190050969030507,-0.12380101938061015,0.09832479792154016,-0.31497049896362445,0.08849604301470362
393,-2.2090642159128024,-0.04418128431825604,0.06109412694286627,-0.1610725570438026,0.14572698476521995
394,-2.0070357371083,-0.040140714742166,0.09600013839618549,-0.24690033113929963,0.1876825614722541
395,-2.908868090367568,-0.05817736180735134,0.08576858299514606,-0.27538455768981895,0.12755790543172757
396,-1.2737007220330518,-0.02547401444066103,0.06580622180198395,-0.1438327289704179,0.14426179465890746
397,-8.611532322298387,-0.17223064644596775,0.07395656371134875,-0.34950147890952293,-0.004132951930753177
398,8.02687593819678,0.1605375187639356,0.0729794652073334,-0.04308414049838716,0.3343611093688141
399,-5.536375684773869,-0.11072751369547737,0.06796939488864162,-0.22199182891188385,0.03199272772687706
400,3.6846972322851235,0.07369394464570249,0.06494447655141268,-0.06425956332500295,0.2654386718334064
401,-0.07713024865048501,-0.0015426049730097005,0.004585682300076419,-0.010988924580065116,0.010223441505526334
402,-0.9850730805858092,-0.01970146161171618,0.08628466642248683,-0.24444251628043612,0.16864052185357992
403,-1.161229725253682,-0.023224594505073637,0.12418242543224614,-0.35442571019084246,0.180634119579307
404,-3.147202950701497,-0.06294405901402995,0.06985438881979264,-0.20931883186118944,0.17690074509893214
405,-0.5769125389951886,-0.011538250779903772,0.0728451510950502,-0.17892395598940813,0.18350728489856905
406,-2.796906846198789,-0.055938136923975784,0.051998872449866784,-0.16000088249587144,0.0877233310454511
407,-4.773444003717058,-0.09546888007434118,0.0626574661196616,-0.22464312321270408,0.03133977310482896
408,-4.531858016777758,-0.09063716033555515,0.060452852750593734,-0.19986716174557284,0.08389323722226215
409,-3.9951915474160997,-0.07990383094832199,0.047213624698370246,-0.17522750033593754,0.05462698089048797
410,-2.950114833926407,-0.05900229667852813,0.06545421194617898,-0.2292127883924035,0.08511521490843113
411,-3.3565486460498675,-0.06713097292099736,0.06583854343025498,-0.25578561451675885,0.07646684151457836
412,-1.3857368069288376,-0.027714736138576748,0.04954072546743547,-0.14618039983785808,0.0766376136585103
413,-1.8275897624529693,-0.03655179524905939,0.07859235373776284,-0.2213535301711436,0.16998695108424572
414,1.661264524860726,0.033225290497214524,0.06300834597820694,-0.12520542304073598,0.1745288252321248
415,-6.590042989499153,-0.13180085978998307,0.0755861667756275,-0.299627957595088,0.006365788023098469
416,-6.826363150593607,-0.1365272630118721,0.046976083683871156,-0.22858700514724498,-0.01683333785962163
417,-2.8267555923888175,-0.05653511184777635,0.04447142834613951,-0.15493545816324222,0.04881092457645009
418,1.3985367948854863,0.027970735897709723,0.035451015094024936,-0.05741609511999604,0.11475039574261336
419,-2.8547572843431555,-0.057095145686863115,0.06696576493945168,-0.2071575827121765,0.09441650426649663
420,-2.979191823022945,-0.0595838364604589,0.062138741202031035,-0.26745547260193764,0.056264831089320115
421,-1.6422521845147693,-0.03284504369029539,0.06032358074853681,-0.203756653616155,0.07208413943366847
422,-1.6612386464199025,-0.03322477292839805,0.04886274203416866,-0.15707294136696154,0.08964102105921921
423,-6.197543052402392,-0.12395086104804784,0.060988412178082756,-0.25044685395541183,0.030206531582717504
424,-0.8931209050261135,-0.01786241810052227,0.041526153206014285,-0.08769163985109416,0.0796561609345843
425,-5.499601793780059,-0.10999203587560118,0.06464836422077888,-0.34142747358361697,0.023114171198701475
426,-2.5673787483249986,-0.05134757496649997,0.05941737435835297,-0.13443187685049557,0.07423798607393614
427,-3.709439414701306,-0.07418878829402611,0.05654917521351904,-0.19445514194194166,0.03706491981835932
428,3.419375386199447,0.06838750772398894,0.052774330724605106,-0.045796310775124784,0.19128852603121227
429,4.133494981292069,0.08266989962584136,0.05013131605170342,-0.011842554860751447,0.20093719023783102
430,-4.602108297274668,-0.09204216594549336,0.0479486363441612,-0.1802121529536743,0.02265166290803729
431,-4.086207290241878,-0.08172414580483756,0.05425750357436547,-0.20093223621626735,0.015973588009893645
432,-4.228172151976933,-0.0845634430395387,0.06113303439146162,-0.22169593578299907,0.07642595420040728
433,1.5840827586257222,0.03168165517251445,0.04511233177859444,-0.04885767195029884,0.1581193862637416
434,-1.0263227499668497,-0.020526454999336988,0.035044541856904636,-0.09409511871524794,0.05082090287885079
435,-2.615114006479643,-0.052302280129592864,0.0725525541711006,-0.20214632532681204,0.10354260075308293
436,-1.9934028113071494,-0.039868056226142985,0.06978204723034494,-0.20182497117106588,0.08508313783437611
437,-1.1453935560075013,-0.022907871120150025,0.019368289872302977,-0.0631689751169237,0.017101994624820892
438,-3.0347767768704843,-0.060695535537409695,0.07230007668121001,-0.22443125354056656,0.08884131250097212
439,3.216636668020697,0.06433273336041394,0.06276848772590572,-0.08707232820018179,0.20708508368629827
440,-3.309666358949319,-0.06619332717898638,0.05915203651771282,-0.20610404244978534,0.1061848888778608
441,2.619375210995792,0.05238750421991584,0.058013599553003996,-0.09567055597840592,0.17073985345409726
442,-3.9416086698811417,-0.07883217339762284,0.04695035904650553,-0.1683904808108236,0.030855953675355204
443,-2.846787869085764,-0.05693575738171528,0.0616066396302221,-0.17094092280413795,0.061271359706800296
444,-2.9646707105280905,-0.05929341421056182,0.05624610143559937,-0.18145258750312465,0.06150898429726863
445,1.6497060659121954,0.032994121318243905,0.05868264631608063,-0.10495294965034709,0.16257542837981379
446,-2.679468897575497,-0.05358937795150995,0.07258588851744287,-0.1926688421704507,0.12033235763790961
447,-0.798610649471893,-0.015972212989437858,0.04192327071996534,-0.0898085161340646,0.10486321211693204
448,-3.4504781799815625,-0.06900956359963124,0.05211160085650222,-0.18154380050660057,0.03695034292954277
449,-2.1452829415292505,-0.04290565883058501,0.08139037283035691,-0.19599380580775952,0.2156602064895463
450,-0.47191989890527974,-0.009438397978105596,0.021189432811015537,-0.05554478038267836,0.04908893686433905
451,-3.6387684478909352,-0.07277536895781869,0.06392038320351763,-0.2333154517795795,0.039696084742895224
452,-1.800343662126753,-0.036006873242535056,0.043090637296079405,-0.11847893542826637,0.06575754858150291
453,-3.6409086272030935,-0.07281817254406187,0.05255396498010263,-0.22994229269737101,0.045315089763187134
454,-1.8430236836428997,-0.03686047367285799,0.10974368803106503,-0.2866241997076959,0.19127878993340133
455,-0.2612255674548274,-0.005224511349096548,0.09738667436938508,-0.18565111845851895,0.19488809964746848
456,-0.39824555379389004,-0.007964911075877799,0.044560552485787185,-0.09619326025008051,0.06885981007912456
457,6.489720876449908,0.12979441752899817,0.059610661740215495,-0.06068712400685774,0.21798852431800056
458,-3.6874759554789858,-0.0737495191095797,0.03446284416934383,-0.1554235854607984,0.009196918503573414
459,-4.499593715476273,-0.08999187430952547,0.04370009641131047,-0.19015831979837572,0.040529228090140396
460,0.3341408625393347,0.006682817250786692,0.2608969681187576,-0.7909745925579754,0.48139304861243454
461,-3.983029610372967,-0.07966059220745934,0.06048682136834426,-0.2032782225052376,0.07471638973546767
462,2.6613637781554127,0.05322727556310825,0.06925561395886065,-0.09859214051952239,0.19491419509662872
463,-0.4760562704272031,-0.009521125408544062,0.040349881772805914,-0.08469955273017338,0.09322314550374342
464,-0.6029926683761444,-0.012059853367522888,0.09121582516429347,-0.18170808683826611,0.17139726991191048
465,-3.626133559897665,-0.07252267119795329,0.052764869633389604,-0.19300183062727833,0.047311671886191814
466,-0.4226027934632157,-0.008452055869264315,0.09952262103607366,-0.2499934118053732,0.22557421862269225
467,-2.1002440972575696,-0.042004881945151375,0.0704663357581919,-0.19681364966679812,0.11987070175548067
468,-4.936153109397434,-0.0987230621879487,0.05740339561371009,-0.20638785374830945,0.038646628419223165
469,0.5656274140979036,0.011312548281958075,0.036940130799301585,-0.07293124464318408,0.06860809009649894
470,-5.785418638355065,-0.11570837276710128,0.05763412501810437,-0.24188859524757958,0.006968938571210829
471,0.38162019239639644,0.007632403847927929,0.03141277106525993,-0.05234734427630379,0.10543420238006598
472,0.16931554766996193,0.0033863109533992398,0.034460055572288255,-0.08340005839698696,0.09353673029545655
473,-1.1345016979945934,-0.02269003395989186,0.09236574054064083,-0.2367107270571862,0.16388632111106474
474,2.1773735524149043,0.043547471048298064,0.05738639527994226,-0.07983628398257833,0.19187418720362787
475,-1.2713389637563415,-0.02542677927512684,0.14861987732198909,-0.3831840112478813,0.22411975764250058
476,-8.594723250717015,-0.1718944650143403,0.05723282884422126,-0.31174588592459634,-0.04737105844065954
477,-1.6478079686060698,-0.032956159372121395,0.06844460911857528,-0.17863649560124076,0.10159025339213658
478,0.041933568592024795,0.0008386713718404957,0.010402964260752304,-0.01839756783006626,0.02262601162656533
479,0.5468808554266826,0.010937617108533653,0.2294342497596703,-0.5151379551102173,0.47397538508354936
480,-2.821538159456061,-0.056430763189121234,0.066923348395751,-0.20344349229060155,0.10195275586780624
481,-2.956411513986202,-0.05912823027972403,0.05486040585263975,-0.19694570584252824,0.03490466576099034
482,-0.8561553876245367,-0.017123107752490735,0.05219276857695255,-0.14668580806316905,0.07258960277089066
483,-4.159846252659162,-0.08319692505318323,0.0512493105051004,-0.18981161708717328,0.00616663089157075
484,-1.9080434361661749,-0.0381608687233235,0.0727841704810625,-0.20039357339962763,0.10819519166245814
485,-7.18759622576872,-0.1437519245153744,0.05073080936113809,-0.25955024798639775,-0.02556279875227139
486,-3.567666002816142,-0.07135332005632283,0.05914662215445339,-0.21372646288534083,0.0638188085788525
487,-0.6039158855950091,-0.01207831771190018,0.04457732176600988,-0.10249595674634647,0.0916653568578676
488,-1.1902059478689626,-0.02380411895737925,0.0570992628611306,-0.14904136926354067,0.13222105297663775
489,3.1873616728121146,0.06374723345624228,0.06492599056574905,-0.08791254079059788,0.20637161147653174
490,-4.07709567013394,-0.0815419134026788,0.07647890555194245,-0.3354786309982471,0.059614121741875845
491,-0.01681903493852155,-0.00033638069877043095,0.0036869286973264174,-0.00820157822025291,0.006147600036476418
492,-2.5329527477693845,-0.0506590549553877,0.08371735236896037,-0.24263720395629512,0.1806816614827184
493,-3.4475686317136827,-0.06895137263427366,0.04271519498290866,-0.142990915432335,0.034289254395887904
494,-3.4396430201932606,-0.06879286040386522,0.0513392317552005,-0.18582744538757914,0.043209001191517576
495,-6.577445035484604,-0.13154890070969208,0.053251336274233695,-0.2500263617918727,0.030867567363016043
496,-0.7381203350017238,-0.014762406700034474,0.04547783508980796,-0.09739617983829507,0.11476525937588235
497,1.0724952619456931,0.02144990523891387,0.08124877160272229,-0.20060808483706252,0.1752777975287138
498,-4.41287483551912,-0.08825749671038242,0.06057245791735731,-0.1852510729969663,0.06070841537703257
499,-1.3685559901352944,-0.027371119802705887,0.10560679967911145,-0.22339554937881678,0.23203270372869209
500,-0.23441630561472215,-0.004688326112294443,0.03612479574578726,-0.08531172696062485,0.06781457360303009
